10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000001, 01010100, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000001, 01010100, ,
01011110, 00000100, , 00000010, 11100001, , 11000001, 10011010, , 10000110, 10011001, ,
01011110, 00000100, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
01011110, 00000100, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00100001, 00110100, , 00110101, 00001101, , 00100000, 00100000, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00100001, 00110000, , 01001101, 01100101, , 01100100, 01101001, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00000001, 00100001, , 11100000, 11001101, , 01000001, 01010011, ,
10100010, 00000010, , 00100001, 00110001, , 01100001, 01100011, , 01101111, 01110010, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100010, , 11100000, 11001101, , 01010011, 00111001, ,
10100010, 00000010, , 00100001, 00110010, , 01110000, 00100000, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00000001, 00100111, , 11100000, 11001101, , 00110101, 00000000, ,
10100010, 00000010, , 00100001, 00110011, , 01000001, 01010011, , 01010011, 00111001, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
10100010, 00000010, , 00000001, 00100000, , 11100000, 11001101, , 01000011, 01001100, ,
00000000, 00000000, , 00000000, 00000000, , 00000000, 00000000, , 00000000, 00000000, ,
